text,character
I have to go to Germany.,Victoria
You're going?,Ted
Yes. I have to.,Victoria
So that's what you decided?,Ted
"Well, no... I mean, I actually came here tonight leaning toward staying, but when you just told me to stay, it made me realize that I have to go.",Victoria
"What is this, opposite day or something?",Ted
No.,Victoria
So it is?,Ted
"Ted, we've only been dating for two months. I can't let you make this decision for me.",Victoria
"I was totally going to tell you to go, but then you gave me this cupcake, and it reminded me how great you are.",Ted
"Well, is there any chance that you would move to Germany with me?",Victoria
"Well, that's just crazy.",Ted
"Oh, okay. So it's fine for me to make sacrifices for you, but for you it's crazy.",Victoria
But you have a job here and a life; I'd have nothing there.,Ted
You'd have me.,Victoria
"We've only been dating two months. Oh, it's not fair. It's not fair that we have to break up. I hate this.",Ted
So... we're breaking up?,Victoria
I guess so. I guess so.,Ted
"God, that sucks, man. I'm so sorry.",Marshall
"It was just too much pressure too soon. I mean, maybe it was silly to even think... Yes, Marshall, I see your new suit, and it's awesome.",Ted
"Well, thank you for acknowledging it. It was weird that you hadn't. Look, I understand that you guys had to break up eventually, but why today?",Marshall
She's leaving tomorrow.,Ted
"Yeah, but she's still in town.",Marshall
"Yeah, she... she's still in town.",Ted
"Yeah, so you spend one more amazing day together. Ted, think about it this way: if you knew that you were going to lose your leg tomorrow, would you sit on the couch and cry about it, or would you run, and jump, and do some awesome air kicks while you still could?",Marshall
"Awesome air kicks, huh?",Ted
New pajama bottoms?,Marshall
You know it.,Ted
"So we can sit around and cry, or we can run, and do awesome air kicks before our leg gets chopped off.",Ted
"Wait, so we're sharing the leg?",Victoria
"No, the leg is a metaphor.",Ted
"How could the leg be well enough to do awesome air kicks one day, and yet still so sick it needs to be chopped off the next? I don't know, Ted.",Victoria
"Come on, we've had a good run. Why end on a fight?",Ted
"Well, what would you want to do?",Victoria
Let's do all the stuff we talked about doing and never got around to.,Ted
Like go to the Mets.,Victoria
"Yeah, we'll walk across the Brooklyn Bridge.",Ted
See some monkeys at the zoo?,Victoria
Go to that French-Vietnamese place we keep passing and say we want to try?,Ted
Wow! We better get going.,Victoria
"Yeah, big day.",Ted
Yeah.,Victoria
"Lily, you have to tell him. That dress cost a fortune.",Robin
"No, I'm just gonna wait for the next time Marshall really screws up, and then, I'll just slip this in, and it won't seem so bad by comparison.",Lily
"Well, here's hoping he cheats on you.",Robin
"Yeah, but only, like, second base.",Lily
"Look at us: two guys in suits. You feel that slight tingle? That's every girl in the bar wanting you, and every guy wanting to be you. Actually, it's mostly me, but you're getting some of the splash.",Barney
"Hey, babe. Dollar beer night, so I splurged and got us each our own.",Marshall
"So, have you thought more about coming to work for Barney Corp?",Barney
"Oh, please... your company is not called Barney Corp.",Marshall
"Yet. Oh, I almost forgot. Sergei sent me your bill.",Barney
"B... Barney, this says $4,000. I thought you said that it was one-third price.",Marshall
"Yeah, must be a $12,000 suit. Oh, well, guess you'll have to come work at my company.",Barney
You set this up! You set this whole thing up!,Marshall
I most certainly did...,Barney
"Well, it won't work. Even if I have to get two extra night jobs, I'll pay your precious tailor. I'm not selling my soul. Baby, I know that this will make things harder, but I will make it work, I promise.",Marshall
"I destroyed an $8,000 wedding dress.",Lily
What time is the interview?,Marshall
"9:00 a.m., and you'll need new shoes. Don't worry, I know a guy.",Barney
I'm glad we got to spent the day doing awesome air kicks.,Victoria
"Yeah, I was almost too tired for all the sex.",Ted
I'm going to miss you so much.,Victoria
"I'm going to miss you, too.",Ted
"Hey, you know, I mean, if, when I get back, we're still single, we can...",Victoria
Even if we're not.,Ted
Okay.,Victoria
"Look, I know it never works for anyone, but... do you want to try long distance?",Ted
Yes. Yes!,Victoria
We can b*at the odds.,Ted
"Odds, schmodds.",Victoria
It's gonna work. We're going to make it work-- it'll work.,Ted
What advice do you have for a budding anthropologist?,Marshall
"Yep. When I grow up, I want to go live with the gorillas, just like you did.",Marshall
"...and if economic sanctions and trade restrictions aren't enforced, the destruction of the rainforests will continue and over a million species will be wiped out.",Marshall
So you don't want coffee.,Ted
I'm saying that the coffee industry is causing irreversible...,Marshall
All right. I'm pouring it out.,Ted
"Okay, one cup. The kid needs to be alert. First day on the job and everything.",Marshall
I still can't believe you're going all corporate on us. The kid has become the man.,Ted
"Okay, it's just an internship to make a little money. After law school, I'm going to work for the NRDC. They're gonna stop global warming.",Marshall
Here's your sack lunch.,Lily
"Okay, I love you because, one, you made me a sack lunch and two, you laugh every time you say the word sack.",Marshall
"I love you, Marshmallow.",Lily
I love you.,Marshall
"I love you too, Marshmallow.",Ted
Uh-oh. Ted?,Marshall
"Oh, no. No, she didn't.",Ted
"Yeah. Yeah, she did.",Marshall
Another care package?,Ted
How many is that so far?,Marshall
Three.,Ted
And how many have you sent her?,Lily
"In the mail or in my mind? Zero. She's up three-zip. Oh! Cupcakes! Great. I bet they're delicious, too. Yup, they're delicious. Damn it! I don't deserve these delicious cupcakes. God, I hate myself right now.",Ted
"God, that is so me at 15.",Marshall
Go for Barney.,Barney
"Mr. Stinson, this is Willis from lobby security. Sorry to bother you, but we've had reports of a sasquatch loose in the building.",Voice
A sasquatch?,Barney
"That's right, sir, a Bigfoot. We don't want to alarm you, but he's been spotted on your floor.",Voice
Yes! Look at you. You suited in an unmistakably upward direction.,Barney
Whoa. That is a butt-load of motivational posters.,Marshall
"Yeah, hell, yeah. I got 'em all: Teamwork, Courage, Awesomeness...",Barney
There's one for awesomeness?,Marshall
"Yeah, I had it made. Sit.",Barney
"Hey, so, now that I'm working here, are you finally going to tell me exactly what your job is?",Marshall
Please.,Barney
"Hey, Blauman, Bilson, this is Marshall. These guys are in legal. You're gonna be working with them.",Barney
Marshall Eriksen. Nice to meet you.,Marshall
Nice tie. Steak sauce.,Bilson
"Oh, steak sauce! For true, though.",Blauman
"Where, I don't, I don't see...",Marshall
Marshall? Sidebar. Your tie is steak sauce. It means A-1. A-1? Get it? Try to keep up.,Barney
"Okay, Eriksen, let's get to work. It's 2:00 a.m. It's raining outside. Ding dong! What? The doorbell? Oh, hello, Jessica Alba in a trench coat and nothing else. But wait-- knock, knock. Somebody's at the back door?",Bilson
I don't have a back door.,Marshall
"Oh, my gosh, Jessica Simpson? What a surprise. Two Jessicas, you gotta pick one. What do you do? Go.",Bilson
"Right. Well, uh... I'm engaged, so--",Marshall
Fiancee's out of town. What do you do? Go.,Bilson
"We're still engaged, even if she's...",Marshall
"Okay, fiancee's dead. Hit by a bus. What do you do? Go.",Bilson
Sure you don't want one?,Ted
How many of those have you eaten?,Robin
"Four. Teen. No, just four. And the icing from two more. So, anyway, here's the problem.",Ted
"Hey, it's Ted. I guess you're asleep. Anyway, I got the care package, and it's just great. Here, listen... Mmm. Mmm!",Ted
"So I'm standing there, my mouth full of this delicious relationship-winning cupcake... And... I said something dumb.",Ted
"Oh, and, um... don't worry, yours is in the mail. I sent it a couple days ago. And it's awesome. Really, really awesome.",Ted
Why did I say that? I think frosting makes me lie.,Ted
"Oh, Teddy boy.",Robin
"Yeah. So now, whatever I send her, she'll know I sent it after I talked to her. So that's the problem. You work on that. I'm gonna eat this cupcake.",Ted
"All right, here's what you do: Put together a care package of stuff from New York-- some H&amp;H bagels, an Empire State Building keychain... and then, top off the package with a New York Times... Ready? From three days ago.",Robin
"That's brilliant. You're brilliant. You know, it's funny, not so long ago, I was coming to Marshall and Lily for advice on how to impress you.",Ted
That is funny.,Robin
"Okay, fine, I have feelings for him.",Robin
"Now it's ironic, the girl I used to like is helping me impress the girl I now like.",Ted
"The irony is clear, Ted.",Robin
Hey! How was your first day?,Lily
I don't wanna talk about it. The guys I work with are a bunch of jerks.,Marshall
What?,Lily
They're jerks!,Marshall
What makes them jerks?,Lily
"Forget it, I don't want to talk about it. Well, like today at lunch..",Marshall
"What do you got there, Ericksen? Mommy pack your lunch?",Bilson
"For your information, my fiancee did.",Marshall
"Oh... Does she cut the crusts off your sandwich, too?",Blauman
No.,Marshall
What's that?,Blauman
Nothing. Give it.,Marshall
Dear Marshmallow. Good luck today. I love you. Lilypad.,Bilson
Give it.,Marshall
"P.S. If you've unfolded this note, your kiss already got out. Quick-- catch it.",Bilson
"Give it back. Hey, give it. Gimme... Give it!",Marshall
"Oh, screw those guys! We're adorable.",Lily
"I know. God. It's like freshman year all over again. Only this time, my sweet dance moves aren't going to be enough to win them over. Not even Old Reliable.",Marshall
"Sweetie... It would be cool to have some extra money, but, but, if you're unhappy, it's not worth it.",Lily
I quit.,Marshall
"What? No. We're having so much fun. You, me, working together. It's great.",Barney
"We're not even working together, Barney. I'm in the legal department and you're... Seriously, what is it that you do?",Marshall
